"Строка CSV","Variation Label","Variation SKU","Parent Product","Критичность","Тип проблемы","Детали","Что исправить"
"1492","COLSET-MOD006-0014","COLSET-MOD006-0014","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1493","COLSET-MOD006-0015","COLSET-MOD006-0015","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1494","COLSET-MOD006-0016","COLSET-MOD006-0016","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1495","COLSET-MOD006-0017","COLSET-MOD006-0017","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1496","COLSET-MOD006-0018","COLSET-MOD006-0018","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1497","COLSET-MOD006-0019","COLSET-MOD006-0019","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1498","COLSET-MOD006-0020","COLSET-MOD006-0020","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1499","COLSET-MOD006-0021","COLSET-MOD006-0021","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1500","COLSET-MOD006-0022","COLSET-MOD006-0022","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1501","COLSET-MOD006-0023","COLSET-MOD006-0023","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1502","COLSET-MOD006-0024","COLSET-MOD006-0024","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1503","COLSET-MOD006-0025","COLSET-MOD006-0025","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1504","COLSET-MOD006-0026","COLSET-MOD006-0026","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1505","COLSET-MOD006-0027","COLSET-MOD006-0027","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1506","COLSET-MOD006-0028","COLSET-MOD006-0028","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1507","COLSET-MOD006-0029","COLSET-MOD006-0029","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1508","COLSET-MOD006-0030","COLSET-MOD006-0030","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1509","COLSET-MOD006-0031","COLSET-MOD006-0031","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1510","COLSET-MOD006-0032","COLSET-MOD006-0032","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1511","COLSET-MOD006-0033","COLSET-MOD006-0033","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1512","COLSET-MOD006-0034","COLSET-MOD006-0034","Square Tapered Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD006","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1513","COLSET-MOD007-0001","COLSET-MOD007-0001","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1514","COLSET-MOD007-0002","COLSET-MOD007-0002","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1515","COLSET-MOD007-0003","COLSET-MOD007-0003","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1516","COLSET-MOD007-0004","COLSET-MOD007-0004","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1517","COLSET-MOD007-0005","COLSET-MOD007-0005","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1518","COLSET-MOD007-0006","COLSET-MOD007-0006","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1519","COLSET-MOD007-0007","COLSET-MOD007-0007","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1520","COLSET-MOD007-0008","COLSET-MOD007-0008","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1521","COLSET-MOD007-0009","COLSET-MOD007-0009","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1522","COLSET-MOD007-0010","COLSET-MOD007-0010","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1523","COLSET-MOD007-0011","COLSET-MOD007-0011","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
"1524","COLSET-MOD007-0012","COLSET-MOD007-0012","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — COLSET-MOD007","Высоко","Missing parent attribute selection","Texture","Выбрать значение каждого вариативного атрибута"
